,ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,date
1932,1933,D,Flight,4,2,164,2,medium,F,43,1976,1,2017-04-26
1933,1934,F,Flight,4,2,219,3,low,M,2,3402,1,2017-06-16
1934,1935,A,Flight,4,4,216,4,medium,M,27,3740,1,2017-08-29
1935,1936,B,Ship,5,2,174,2,medium,M,54,1091,1,2017-08-15
1936,1937,C,Ship,3,5,199,2,low,M,46,2728,1,2017-06-09
1937,1938,F,Ship,3,4,181,3,low,M,45,2486,1,2017-03-04
1938,1939,D,Ship,3,2,220,3,low,M,22,2818,1,2017-10-31
1939,1940,F,Ship,3,1,215,2,low,F,47,3678,1,2017-02-04
1940,1941,A,Ship,4,5,248,4,high,F,56,2840,1,2017-11-24
1941,1942,B,Ship,3,2,183,4,low,M,49,2414,1,2017-02-12
1942,1943,C,Ship,4,2,194,4,medium,F,26,3818,1,2017-04-01
1943,1944,F,Ship,4,4,224,2,high,F,31,2084,1,2017-06-28
1944,1945,D,Ship,4,4,184,3,low,F,52,3128,1,2017-10-06
1945,1946,F,Ship,4,1,160,2,low,M,28,1276,1,2017-01-03
1946,1947,A,Ship,5,1,182,3,low,M,8,3580,1,2017-05-09
1947,1948,B,Ship,3,2,116,2,low,F,22,1430,1,2017-04-03
1948,1949,C,Ship,4,4,170,4,low,M,39,1868,1,2017-09-19
1949,1950,F,Ship,5,1,201,2,medium,F,54,2158,1,2017-07-20
1950,1951,D,Ship,4,3,148,2,low,M,29,1809,1,2017-01-10
1951,1952,F,Ship,5,1,165,3,low,F,27,1905,1,2017-12-17
1952,1953,A,Ship,3,5,135,3,low,M,20,1772,1,2017-12-20
1953,1954,B,Ship,4,4,263,2,medium,F,41,3955,1,2017-01-12
1954,1955,C,Ship,5,4,228,3,medium,M,20,3382,1,2017-04-09
1955,1956,F,Ship,6,5,275,5,medium,M,51,3569,1,2017-10-24
1956,1957,D,Ship,4,1,224,3,low,M,27,3400,1,2017-11-29
1957,1958,F,Ship,3,1,202,3,low,F,1,3738,1,2017-03-29
1958,1959,A,Ship,4,2,163,3,low,F,11,1926,1,2017-07-09
1959,1960,B,Ship,4,5,268,3,low,F,64,2386,1,2017-05-11
1960,1961,C,Ship,3,3,207,3,low,F,62,3277,1,2017-12-05
1961,1962,F,Ship,2,3,117,2,medium,M,36,1210,1,2017-08-10
1962,1963,D,Ship,2,1,165,4,low,F,57,1881,1,2017-08-22
1963,1964,F,Ship,3,3,181,2,high,M,65,3234,1,2017-08-15
1964,1965,A,Ship,6,5,212,4,medium,F,13,3676,1,2017-10-31
1965,1966,B,Ship,3,4,226,3,medium,F,26,2299,1,2017-01-30
1966,1967,C,Ship,4,1,195,3,low,M,43,2849,1,2017-05-03
1967,1968,F,Ship,4,5,263,2,medium,M,13,2779,1,2017-12-18
1968,1969,D,Ship,4,4,136,2,medium,F,16,1131,1,2017-03-22
1969,1970,F,Ship,3,5,163,2,low,F,49,1034,1,2017-05-08
1970,1971,A,Ship,5,2,144,3,low,M,49,1202,1,2017-05-10
1971,1972,B,Ship,4,4,240,3,low,F,62,3478,1,2017-11-28
1972,1973,C,Ship,4,5,243,2,low,M,19,2829,1,2017-01-02
1973,1974,F,Ship,5,1,201,3,medium,M,19,2696,1,2017-06-30
1974,1975,D,Ship,5,3,242,3,low,M,58,3411,1,2017-04-24
1975,1976,F,Ship,3,1,187,2,high,M,56,3774,1,2017-11-17
1976,1977,A,Ship,4,3,162,3,low,M,53,1194,1,2017-07-23
1977,1978,B,Ship,3,3,147,3,low,M,16,1563,1,2017-07-26
1978,1979,C,Ship,3,4,268,2,high,F,39,2822,1,2017-07-10
1979,1980,F,Ship,4,3,237,3,low,M,57,3952,1,2017-03-18
1980,1981,D,Ship,3,2,157,2,low,M,29,1115,1,2017-02-18
1981,1982,F,Ship,4,2,176,3,medium,F,12,1750,1,2017-02-06
1982,1983,A,Ship,4,5,134,4,low,M,36,1191,1,2017-02-19
1983,1984,B,Ship,3,4,234,2,medium,M,52,3543,1,2017-09-28
1984,1985,C,Ship,3,3,154,2,low,F,57,1096,1,2017-03-15
1985,1986,F,Ship,2,1,209,5,low,F,64,2016,1,2017-03-13
1986,1987,D,Ship,5,4,138,2,medium,M,38,1803,1,2017-10-08
1987,1988,F,Ship,2,3,151,3,medium,M,22,1024,1,2017-03-22
1988,1989,A,Ship,4,4,252,6,medium,M,44,2676,1,2017-06-30
1989,1990,B,Ship,3,1,155,2,medium,F,6,1490,1,2017-11-21
1990,1991,C,Ship,3,3,139,4,high,M,17,1137,1,2017-04-03
1991,1992,F,Ship,4,5,258,3,medium,F,37,2289,1,2017-04-13
1992,1993,D,Ship,4,2,172,3,low,M,1,1182,1,2017-09-21
1993,1994,F,Ship,4,3,239,3,low,F,28,2741,1,2017-07-08
1994,1995,A,Ship,3,1,165,3,low,F,1,1417,1,2017-01-10
1995,1996,B,Ship,4,5,177,2,low,M,47,1536,1,2017-06-12
1996,1997,C,Ship,5,1,187,2,low,F,17,3513,1,2017-11-16
1997,1998,F,Ship,6,2,172,2,low,M,41,1006,1,2017-11-19
1998,1999,D,Ship,4,4,168,3,low,F,35,1434,1,2017-09-11
1999,2000,F,Ship,3,4,249,3,low,M,31,3489,1,2017-03-10
2000,2001,A,Ship,4,3,135,3,medium,F,11,1322,1,2017-05-02
2001,2002,B,Ship,4,3,134,3,medium,M,13,1985,1,2017-05-22
2002,2003,C,Ship,3,1,269,2,low,F,35,3524,1,2017-04-10
2003,2004,F,Ship,6,5,210,5,high,M,37,3236,1,2017-05-09
2004,2005,D,Ship,5,4,285,6,high,M,63,3151,1,2017-02-04
2005,2006,F,Ship,4,2,244,2,medium,M,15,2857,1,2017-07-18
2006,2007,A,Ship,3,2,209,2,low,F,24,2748,1,2017-01-17
2007,2008,B,Ship,4,3,154,3,medium,M,52,1432,1,2017-06-15
2008,2009,C,Ship,3,2,134,3,medium,F,54,1932,1,2017-10-01
2009,2010,F,Ship,3,5,168,4,medium,M,23,1347,1,2017-06-16
2010,2011,D,Ship,4,5,264,3,medium,M,57,3753,1,2017-05-08
2011,2012,F,Ship,4,2,276,6,high,F,36,2843,1,2017-03-24
2012,2013,A,Ship,3,4,195,3,medium,M,23,3499,1,2017-01-15
2013,2014,B,Ship,5,3,174,5,medium,M,47,1909,1,2017-06-15
2014,2015,C,Ship,3,4,241,3,low,F,50,3074,1,2017-09-09
2015,2016,F,Ship,5,5,166,3,medium,F,20,1267,1,2017-08-22
2016,2017,D,Ship,3,2,190,3,low,M,37,3315,1,2017-06-11
2017,2018,F,Ship,3,1,231,2,low,F,12,2123,1,2017-06-27
2018,2019,A,Ship,5,4,206,4,low,F,3,3755,1,2017-07-25
2019,2020,B,Ship,4,4,212,3,medium,M,50,2073,1,2017-04-10
2020,2021,C,Ship,3,5,212,3,low,F,2,2456,1,2017-06-09
2021,2022,F,Ship,4,5,246,6,low,M,64,2271,1,2017-07-06
2022,2023,D,Ship,4,4,264,2,medium,F,12,2203,1,2017-05-05
2023,2024,F,Ship,3,4,208,2,low,F,37,2537,1,2017-07-21
2024,2025,A,Ship,3,4,210,3,low,F,7,2878,1,2017-11-29
2025,2026,B,Ship,3,2,183,3,low,F,44,2896,1,2017-10-12
2026,2027,C,Ship,4,2,265,3,low,F,41,3498,1,2017-11-06
2027,2028,F,Ship,3,5,187,3,low,M,20,2374,1,2017-07-06
2028,2029,D,Road,2,4,183,3,low,F,12,3090,1,2017-08-11
2029,2030,F,Road,3,3,176,2,low,F,58,1730,1,2017-09-27
2030,2031,A,Road,4,5,266,3,medium,M,5,3718,1,2017-02-08
2031,2032,B,Road,3,2,143,4,medium,F,22,1249,1,2017-04-02
2032,2033,C,Road,3,4,195,2,medium,F,32,3719,1,2017-03-29
2033,2034,F,Road,3,2,264,4,high,F,32,2754,1,2017-05-04
2034,2035,D,Road,3,5,243,2,medium,M,42,3421,1,2017-03-01
2035,2036,F,Road,5,2,142,2,low,F,55,1758,1,2017-06-24
2036,2037,A,Road,4,2,172,2,low,M,23,1019,1,2017-11-15
2037,2038,B,Road,4,1,280,3,medium,M,2,3366,1,2017-10-23
2038,2039,C,Road,3,2,254,2,low,M,37,2469,1,2017-11-24
2039,2040,F,Road,5,2,202,3,medium,M,34,3885,1,2017-01-26
2040,2041,D,Road,5,3,110,5,low,M,21,1011,1,2017-10-16
2041,2042,F,Road,4,4,162,2,medium,M,30,1158,1,2017-06-08
2042,2043,A,Road,3,3,183,3,medium,M,21,2585,1,2017-04-27
2043,2044,B,Road,4,2,260,2,low,F,31,2805,1,2017-12-14
2044,2045,C,Road,3,5,109,5,low,M,27,1581,1,2017-06-19
2045,2046,F,Road,3,3,273,4,low,M,12,2151,1,2017-07-05
2046,2047,D,Road,5,2,262,6,medium,M,10,3164,1,2017-04-27
2047,2048,F,Road,2,4,239,5,low,F,59,2181,1,2017-06-23
2048,2049,A,Road,3,2,185,2,high,F,49,3864,1,2017-08-30
2049,2050,B,Road,4,4,248,3,medium,M,59,2868,1,2017-12-08
2050,2051,C,Flight,5,4,180,2,low,M,52,1122,1,2017-10-09
2051,2052,F,Flight,4,5,221,3,low,F,43,3561,1,2017-03-15
2052,2053,D,Flight,3,5,162,2,low,M,28,1948,1,2017-07-22
2053,2054,F,Flight,2,5,162,4,medium,M,49,1671,1,2017-05-15
2054,2055,A,Flight,3,1,145,2,low,M,28,1313,1,2017-09-16
2055,2056,B,Flight,5,3,228,3,medium,F,38,3631,1,2017-01-31
2056,2057,C,Flight,3,4,196,3,low,M,47,2447,1,2017-03-19
2057,2058,F,Flight,3,4,254,2,high,M,56,3266,1,2017-07-26
2058,2059,D,Flight,5,2,215,2,medium,M,46,3942,1,2017-12-14
2059,2060,F,Flight,5,2,265,3,medium,F,33,2734,1,2017-12-19
2060,2061,A,Flight,3,2,173,3,high,M,60,1582,1,2017-10-26
2061,2062,B,Flight,4,2,233,7,medium,M,64,3146,1,2017-10-02
2062,2063,C,Flight,4,3,213,2,low,M,27,2034,1,2017-07-31
2063,2064,F,Flight,4,1,124,2,medium,M,22,1714,1,2017-08-05
2064,2065,D,Flight,3,4,156,4,medium,F,7,1492,1,2017-06-20
2065,2066,F,Flight,3,1,265,3,medium,M,11,2194,1,2017-01-25
2066,2067,A,Flight,3,1,139,3,high,F,6,1269,1,2017-08-31
2067,2068,B,Flight,2,4,225,10,high,M,46,2690,1,2017-05-31
2068,2069,C,Flight,5,4,178,7,medium,F,36,1179,1,2017-06-06
2069,2070,F,Flight,3,4,190,10,medium,F,32,2064,1,2017-02-23
2070,2071,D,Flight,3,4,272,10,medium,M,63,2455,1,2017-06-08
2071,2072,F,Flight,3,1,153,2,medium,F,51,1841,1,2017-04-14
2072,2073,A,Ship,3,1,235,10,low,M,7,2991,1,2017-04-23
2073,2074,B,Ship,5,1,214,3,low,M,33,2562,1,2017-08-27
2074,2075,C,Ship,3,4,175,2,low,F,2,1072,1,2017-01-22
2075,2076,F,Ship,3,1,176,3,low,F,63,1420,1,2017-06-05
2076,2077,D,Ship,3,4,172,10,high,F,23,1875,1,2017-05-14
2077,2078,F,Ship,5,2,195,6,low,M,35,1852,1,2017-07-20
2078,2079,A,Ship,3,5,271,4,low,F,10,1679,1,2017-03-24
2079,2080,B,Ship,5,4,228,3,medium,M,42,3145,1,2017-08-27
2080,2081,C,Ship,3,4,196,3,low,F,52,2129,1,2017-02-18
2081,2082,F,Ship,3,1,254,2,high,F,60,3590,1,2017-08-25
2082,2083,D,Ship,5,4,215,2,medium,M,34,2713,1,2017-09-10
2083,2084,F,Ship,5,5,265,3,medium,M,46,3997,1,2017-12-17
2084,2085,A,Ship,3,2,173,3,high,M,40,1723,1,2017-01-25
2085,2086,B,Ship,4,2,233,7,medium,M,56,3925,1,2017-04-17
2086,2087,C,Ship,4,4,213,2,low,F,27,2938,1,2017-06-18
2087,2088,F,Ship,4,2,124,2,medium,M,50,1592,1,2017-08-24
2088,2089,D,Ship,3,5,156,4,medium,F,26,1769,1,2017-06-18
2089,2090,F,Ship,3,1,265,3,medium,F,61,3010,1,2017-06-25
2090,2091,A,Ship,3,2,139,3,high,F,4,1546,1,2017-08-01
2091,2092,B,Ship,2,4,225,10,high,M,56,3384,1,2017-12-12
2092,2093,C,Ship,5,4,178,7,medium,M,52,1824,1,2017-09-19
2093,2094,F,Ship,3,3,190,10,medium,M,4,3062,1,2017-08-29
2094,2095,D,Ship,3,5,272,10,medium,M,59,2182,1,2017-01-24
2095,2096,F,Ship,3,4,153,2,medium,M,37,1740,1,2017-07-16
2096,2097,A,Ship,3,1,235,10,low,M,56,2175,1,2017-05-29
2097,2098,B,Ship,5,4,214,3,low,M,52,3403,1,2017-05-22
2098,2099,C,Ship,3,5,175,2,low,F,40,1460,1,2017-01-30
2099,2100,F,Ship,3,2,176,3,low,F,29,1953,1,2017-06-06
2100,2101,D,Ship,3,1,172,10,high,F,30,1294,1,2017-08-31
2101,2102,F,Ship,5,1,195,6,low,F,29,1039,1,2017-07-02
2102,2103,A,Ship,3,5,164,3,low,M,61,1473,1,2017-07-11
2103,2104,B,Ship,3,1,231,3,medium,F,33,2755,1,2017-08-20
2104,2105,C,Ship,5,5,248,3,medium,F,9,3873,1,2017-03-02
2105,2106,F,Ship,4,5,237,2,medium,F,60,3427,1,2017-07-17
2106,2107,D,Ship,3,1,111,4,low,F,8,1620,1,2017-07-31
2107,2108,F,Ship,5,5,106,5,low,F,46,1275,1,2017-12-02
2108,2109,A,Ship,4,2,139,3,low,M,29,1365,1,2017-04-11
2109,2110,B,Ship,4,3,149,2,low,F,58,1657,1,2017-02-22
2110,2111,C,Ship,4,5,180,3,low,F,24,1513,1,2017-04-03
2111,2112,F,Ship,3,2,212,2,medium,F,65,3776,1,2017-12-15
2112,2113,D,Ship,4,2,183,3,low,M,5,3716,1,2017-04-07
2113,2114,F,Ship,6,4,164,5,low,M,20,1555,1,2017-04-17
2114,2115,A,Ship,4,1,143,3,medium,F,28,1197,1,2017-08-18
2115,2116,B,Ship,3,3,162,2,medium,M,5,1202,1,2017-02-27
2116,2117,C,Ship,4,2,202,4,medium,M,56,3098,1,2017-02-09
2117,2118,F,Ship,3,2,135,2,medium,F,2,1150,1,2017-12-13
2118,2119,D,Ship,3,2,232,2,low,F,58,2054,1,2017-03-20
2119,2120,F,Ship,3,3,218,3,low,M,19,3770,1,2017-03-03
2120,2121,A,Ship,5,4,177,2,low,M,14,1735,1,2017-04-17
2121,2122,B,Ship,4,4,168,2,medium,M,63,1474,1,2017-08-27
2122,2123,C,Ship,3,4,181,2,medium,F,45,3448,1,2017-11-10
2123,2124,F,Ship,3,2,238,2,low,F,29,3728,1,2017-05-14
2124,2125,D,Ship,3,2,250,5,low,F,36,2717,1,2017-07-24
2125,2126,F,Ship,3,1,152,2,low,F,25,1848,1,2017-06-03
2126,2127,A,Ship,4,5,242,4,low,F,35,3215,1,2017-09-13
2127,2128,B,Ship,3,1,236,2,high,M,2,3949,1,2017-05-03
2128,2129,C,Ship,4,1,238,4,low,F,22,3950,1,2017-04-04
2129,2130,F,Ship,4,4,165,5,low,M,21,1727,1,2017-10-21
2130,2131,D,Ship,4,2,271,3,medium,M,50,3448,1,2017-05-24
2131,2132,F,Ship,3,3,109,2,medium,M,18,1661,1,2017-12-15
2132,2133,A,Ship,4,1,235,3,high,F,22,3695,1,2017-02-11
2133,2134,B,Ship,3,3,186,3,medium,M,49,2356,1,2017-11-16
2134,2135,C,Ship,4,1,202,2,low,M,40,2327,1,2017-09-21
2135,2136,F,Ship,3,3,188,4,medium,M,3,3075,1,2017-05-11
2136,2137,D,Ship,5,3,224,2,medium,M,52,3824,1,2017-06-24
2137,2138,F,Ship,5,3,239,4,low,M,3,3734,1,2017-03-17
2138,2139,A,Ship,2,3,140,2,medium,M,20,1832,1,2017-06-30
2139,2140,B,Ship,6,3,272,3,low,F,39,2518,1,2017-03-08
2140,2141,C,Ship,3,3,160,3,medium,F,65,1228,1,2017-08-29
2141,2142,F,Ship,3,3,261,3,medium,M,14,3479,1,2017-06-15
2142,2143,D,Ship,3,5,199,3,medium,F,62,3259,1,2017-01-26
2143,2144,F,Ship,3,1,154,2,medium,F,56,1300,1,2017-12-07
2144,2145,A,Ship,3,5,237,3,low,M,55,2451,1,2017-07-12
2145,2146,B,Ship,4,4,181,3,low,M,44,2070,1,2017-05-09
2146,2147,C,Ship,3,3,133,6,low,F,10,1686,1,2017-02-22
2147,2148,F,Ship,3,4,150,3,medium,M,47,1511,1,2017-12-04
2148,2149,D,Ship,6,5,152,3,medium,F,62,1325,1,2017-02-24
2149,2150,F,Ship,6,1,142,5,low,F,30,1464,1,2017-05-08
2150,2151,A,Ship,4,3,214,2,low,M,57,2078,1,2017-06-13
2151,2152,B,Ship,5,1,155,2,medium,F,40,1024,1,2017-12-01
2152,2153,C,Ship,4,2,191,2,low,M,11,3985,1,2017-11-13
2153,2154,F,Ship,4,5,133,2,medium,M,39,1106,1,2017-06-28
2154,2155,D,Ship,3,3,211,4,high,F,22,2942,1,2017-04-11
2155,2156,F,Ship,4,3,212,4,low,M,28,2422,1,2017-04-17
2156,2157,A,Ship,3,1,150,2,low,M,9,1158,1,2017-08-19
2157,2158,B,Ship,3,5,208,3,low,F,41,3977,1,2017-06-01
2158,2159,C,Ship,4,2,157,2,medium,M,15,1724,1,2017-07-13
2159,2160,F,Ship,4,4,228,3,low,M,60,2715,1,2017-09-14
2160,2161,D,Ship,3,4,254,2,medium,F,44,3786,1,2017-10-16
2161,2162,F,Ship,4,2,270,2,low,M,65,3599,1,2017-04-15
2162,2163,A,Ship,6,2,195,3,medium,M,30,3462,1,2017-12-13
2163,2164,B,Ship,4,5,193,4,low,M,33,2173,1,2017-11-28
2164,2165,C,Ship,5,4,165,3,medium,F,48,1240,1,2017-04-25
2165,2166,F,Road,3,1,177,2,low,M,38,1099,1,2017-01-26
2166,2167,D,Road,3,4,244,3,low,F,46,2844,1,2017-07-03
2167,2168,F,Road,3,2,151,2,low,M,26,1793,1,2017-03-11
2168,2169,A,Road,3,1,164,2,low,M,2,1104,1,2017-01-06
2169,2170,B,Road,5,1,165,3,low,F,37,1228,1,2017-09-28
2170,2171,C,Road,3,4,256,2,medium,M,55,2247,1,2017-08-04
2171,2172,F,Road,4,4,150,4,low,M,5,1263,1,2017-01-03
2172,2173,D,Road,2,3,255,3,low,M,27,3484,1,2017-04-02
2173,2174,F,Road,4,3,268,3,medium,F,23,2996,1,2017-03-06
2174,2175,A,Road,3,5,166,3,low,F,1,1366,1,2017-09-06
2175,2176,B,Road,3,5,230,3,low,F,49,3477,1,2017-08-15
2176,2177,C,Road,4,3,163,3,low,F,45,1395,1,2017-03-29
2177,2178,F,Road,4,4,139,3,high,F,64,1415,1,2017-01-25
2178,2179,D,Road,3,5,161,3,medium,F,10,1978,1,2017-04-26
2179,2180,F,Road,6,2,181,4,high,F,6,3003,1,2017-09-28
2180,2181,A,Road,4,1,242,3,high,M,47,3489,1,2017-11-30
2181,2182,B,Road,3,3,151,3,low,F,24,1139,1,2017-08-29
2182,2183,C,Road,3,4,167,3,medium,M,50,1068,1,2017-10-16
2183,2184,F,Road,3,2,257,3,low,F,25,2334,1,2017-12-14
2184,2185,D,Road,3,2,204,2,medium,F,35,2090,1,2017-08-30
2185,2186,F,Road,5,3,219,3,low,M,1,2027,1,2017-07-31
2186,2187,A,Road,3,4,202,3,medium,M,28,3707,1,2017-05-29
2187,2188,B,Flight,4,5,155,2,medium,M,41,1367,1,2017-07-19
2188,2189,C,Flight,3,3,183,3,high,F,6,3364,1,2017-06-05
2189,2190,F,Flight,5,1,184,3,low,F,19,2625,1,2017-06-15
2190,2191,D,Flight,4,5,230,2,low,F,38,2890,1,2017-08-12
2191,2192,F,Flight,4,2,139,4,low,F,41,1511,1,2017-09-30
2192,2193,A,Flight,4,4,252,3,medium,F,7,2477,1,2017-11-07
2193,2194,B,Flight,3,2,272,3,medium,F,40,3766,1,2017-08-13
2194,2195,C,Flight,3,2,134,3,low,F,20,1391,1,2017-09-04
2195,2196,F,Flight,3,5,169,3,medium,M,13,1934,1,2017-11-05
2196,2197,D,Flight,4,2,214,2,low,M,49,3416,1,2017-09-03
2197,2198,F,Flight,3,3,163,3,medium,F,65,1614,1,2017-09-19
2198,2199,A,Flight,4,2,150,3,low,F,48,1193,1,2017-04-21
2199,2200,B,Flight,5,5,216,2,high,M,33,3202,1,2017-03-08
2200,2201,C,Flight,5,2,116,5,high,F,56,1130,1,2017-09-07
2201,2202,F,Flight,3,4,144,2,low,F,33,1811,1,2017-08-11
2202,2203,D,Flight,5,3,266,3,low,F,19,2508,1,2017-06-28
2203,2204,F,Flight,3,3,154,4,medium,F,62,1616,1,2017-01-03
2204,2205,A,Flight,4,3,255,5,low,M,18,3644,1,2017-03-31
2205,2206,B,Flight,6,2,229,3,medium,M,13,2322,1,2017-02-02
2206,2207,C,Flight,2,1,111,3,medium,M,16,1882,1,2017-08-06
2207,2208,F,Flight,3,3,160,2,medium,F,32,1718,1,2017-12-08
2208,2209,D,Flight,3,1,184,2,low,F,31,3191,1,2017-06-14
2209,2210,F,Ship,4,4,218,4,low,M,45,3234,1,2017-03-08
2210,2211,A,Ship,5,1,137,2,low,M,52,1012,1,2017-09-07
2211,2212,B,Ship,4,2,204,3,medium,M,14,3829,1,2017-11-26
2212,2213,C,Ship,6,1,105,5,low,F,57,1784,1,2017-01-12
2213,2214,F,Ship,3,1,256,2,medium,F,63,3046,1,2017-02-22
2214,2215,D,Ship,4,2,182,2,medium,F,54,3261,1,2017-04-26
2215,2216,F,Ship,3,4,260,4,high,M,17,2666,1,2017-08-10
2216,2217,A,Ship,4,2,166,3,low,M,62,1944,1,2017-08-01
2217,2218,B,Ship,5,2,160,4,medium,M,43,1479,1,2017-09-09
2218,2219,C,Ship,4,2,243,3,medium,F,13,2850,1,2017-05-16
2219,2220,F,Ship,6,5,240,4,medium,M,62,2400,1,2017-08-27
2220,2221,D,Ship,6,1,229,6,low,M,35,3239,1,2017-07-17
2221,2222,F,Ship,3,1,164,2,low,M,2,1304,1,2017-07-05
2222,2223,A,Ship,3,4,234,3,medium,F,37,2111,1,2017-03-31
2223,2224,B,Ship,4,1,97,2,high,M,15,1836,1,2017-12-05
2224,2225,C,Ship,4,3,258,3,low,F,12,2017,1,2017-05-05
2225,2226,F,Ship,3,1,147,2,medium,M,52,1934,1,2017-03-09
2226,2227,D,Ship,4,3,180,4,low,M,14,1686,1,2017-04-16
2227,2228,F,Ship,5,1,212,3,low,F,11,2073,1,2017-12-06
2228,2229,A,Ship,3,4,198,2,medium,M,19,2373,1,2017-07-22
2229,2230,B,Ship,3,1,239,3,low,F,63,2154,1,2017-11-16
2230,2231,C,Ship,4,3,158,2,low,M,46,1374,1,2017-11-25
2231,2232,F,Ship,4,3,218,3,high,F,57,3311,1,2017-09-26
2232,2233,D,Ship,4,4,156,3,low,M,20,1523,1,2017-01-25
2233,2234,F,Ship,3,4,235,3,low,M,52,3447,1,2017-07-31
2234,2235,A,Ship,4,5,168,3,low,F,4,1363,1,2017-08-16
2235,2236,B,Ship,3,1,178,3,high,F,36,1297,1,2017-01-23
2236,2237,C,Ship,4,2,275,3,medium,M,26,2449,1,2017-06-18
2237,2238,F,Ship,3,4,139,2,low,M,45,1192,1,2017-12-10
2238,2239,D,Ship,2,5,236,3,medium,F,13,2171,1,2017-03-19
2239,2240,F,Ship,3,4,155,2,low,F,37,1780,1,2017-01-22
2240,2241,A,Ship,3,3,168,3,medium,M,11,1008,1,2017-05-24
2241,2242,B,Ship,4,1,151,2,low,M,42,1367,1,2017-07-03
2242,2243,C,Ship,3,4,113,4,low,F,56,1154,1,2017-07-16
2243,2244,F,Ship,4,3,133,3,medium,F,50,1861,1,2017-07-30
2244,2245,D,Ship,5,4,163,4,medium,M,57,1613,1,2017-09-25
2245,2246,F,Ship,5,3,206,2,medium,F,59,3278,1,2017-06-14
2246,2247,A,Ship,3,2,177,2,medium,F,23,1929,1,2017-07-05
2247,2248,B,Ship,3,2,206,2,low,M,3,2261,1,2017-01-28
2248,2249,C,Ship,5,1,189,3,medium,M,13,3492,1,2017-07-27
2249,2250,F,Ship,3,4,270,2,low,M,39,3690,1,2017-05-21
2250,2251,D,Ship,4,1,238,3,low,F,33,2013,1,2017-05-10
2251,2252,F,Ship,5,1,143,2,low,M,46,1387,1,2017-07-11
2252,2253,A,Ship,4,1,173,2,medium,M,53,1251,1,2017-03-27
2253,2254,B,Ship,3,5,134,3,medium,M,38,1169,1,2017-09-12
2254,2255,C,Ship,4,4,176,3,high,M,34,1283,1,2017-07-28
2255,2256,F,Ship,4,3,160,2,medium,F,38,1961,1,2017-05-04
2256,2257,D,Ship,3,4,230,3,high,F,22,3546,1,2017-03-26
2257,2258,F,Ship,4,5,178,3,low,F,5,1012,1,2017-06-05
2258,2259,A,Ship,3,2,256,4,low,F,18,2699,1,2017-08-10
2259,2260,B,Ship,3,4,256,4,low,M,11,3030,1,2017-05-16
2260,2261,C,Ship,3,2,208,4,medium,M,52,2900,1,2017-09-28
2261,2262,F,Ship,4,3,119,3,low,F,40,1233,1,2017-11-28
2262,2263,D,Ship,3,3,114,6,low,F,26,1825,1,2017-01-13
2263,2264,F,Ship,3,5,225,3,low,F,1,2864,1,2017-09-13
2264,2265,A,Ship,4,5,155,4,high,F,48,1972,1,2017-03-03
2265,2266,B,Ship,4,4,223,3,medium,F,51,3895,1,2017-10-04
2266,2267,C,Ship,5,3,194,3,medium,F,6,2736,1,2017-06-15
2267,2268,F,Ship,5,4,281,4,medium,F,40,3381,1,2017-03-04
2268,2269,D,Ship,4,1,132,4,medium,F,10,1343,1,2017-07-14
2269,2270,F,Ship,4,1,229,3,medium,F,53,3423,1,2017-11-10
2270,2271,A,Ship,4,2,251,3,low,F,10,3517,1,2017-07-20
2271,2272,B,Ship,4,1,113,3,low,F,60,1200,1,2017-09-19
2272,2273,C,Ship,5,5,234,6,low,F,52,2615,1,2017-05-07
2273,2274,F,Ship,3,3,181,2,medium,M,58,3719,1,2017-05-08
2274,2275,D,Ship,5,2,157,2,low,M,32,1497,1,2017-01-01
2275,2276,F,Ship,3,1,155,3,low,M,49,1203,1,2017-09-16
2276,2277,A,Ship,3,4,209,2,low,M,62,2935,1,2017-08-22
2277,2278,B,Ship,4,3,264,3,low,F,39,2213,1,2017-05-13
2278,2279,C,Ship,3,1,268,3,low,F,47,2479,1,2017-03-06
2279,2280,F,Ship,6,1,224,3,medium,M,64,2705,1,2017-02-05
2280,2281,D,Ship,4,4,223,10,low,M,24,3271,1,2017-05-13
2281,2282,F,Ship,3,2,191,3,high,F,42,2374,1,2017-11-28
2282,2283,A,Ship,4,1,184,3,high,F,47,3081,1,2017-03-22
2283,2284,B,Ship,6,5,174,3,medium,F,32,1921,1,2017-01-15
2284,2285,C,Ship,6,3,134,8,high,F,12,1371,1,2017-01-03
2285,2286,F,Ship,4,1,135,2,high,F,25,1009,1,2017-11-07
2286,2287,D,Ship,5,4,234,2,high,F,61,3084,1,2017-08-05
2287,2288,F,Ship,3,1,215,6,high,M,5,3432,1,2017-05-09
2288,2289,A,Ship,5,4,187,2,medium,F,10,3549,1,2017-11-12
2289,2290,B,Ship,3,1,238,2,medium,F,50,3438,1,2017-07-10
2290,2291,C,Ship,4,2,273,4,low,F,26,3223,1,2017-09-15
2291,2292,F,Ship,5,4,192,3,medium,M,46,3709,1,2017-08-08
2292,2293,D,Ship,3,5,268,4,high,M,5,3446,1,2017-11-20
2293,2294,F,Ship,3,5,225,3,low,F,12,2721,1,2017-04-22
2294,2295,A,Ship,4,5,155,4,high,F,54,1408,1,2017-05-05
